Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_4KOOP3,PROD_ZP82Q9,7059.12,3657,889,33378.9,4.06,CUST_XKQEN2,Standard,19,FLASH_00KBY7,33,195,BNDL_LTKWW6,476.55,4,Affordable
CMP_HNMGQW,PROD_U3ZQDU,28983.34,3136,1,21338.77,3.64,CUST_4NG7T7,Standard,11,FLASH_4F140V,28,104,BNDL_Q92CPT,387.06,1,Stylish
CMP_IH4XMI,PROD_HHLQ28,8811.78,4331,670,3641.06,4.0,CUST_XDHJC1,Standard,4,FLASH_KWKUFC,32,188,BNDL_T1SJ5V,231.76,3,Stylish
CMP_WF3Z8C,PROD_NYLZD7,45046.99,3906,19,23419.38,1.68,CUST_U2G1LK,Standard,8,FLASH_OTT6FR,40,121,BNDL_SZWY66,477.29,1,Durable
CMP_M26FOW,PROD_OHI0FS,39132.89,2088,750,49738.68,3.97,CUST_JQUSY8,Basic,26,FLASH_RRZJ0C,10,75,BNDL_LY0S4W,455.81,2,Stylish
CMP_HQS0VY,PROD_XEUG89,22847.93,3038,346,34735.24,4.22,CUST_ET1M7Y,Basic,3,FLASH_RS94XD,15,151,BNDL_TFEFEH,207.44,3,Affordable
CMP_6TGSIW,PROD_42SIB9,32937.85,4823,622,44931.85,0.87,CUST_RBJ0WB,Standard,23,FLASH_BY6IIU,45,22,BNDL_NW7522,83.48,2,Durable
CMP_8L1RUM,PROD_OI2MRF,45415.58,1489,716,81493.11,2.47,CUST_ICMTEF,Standard,21,FLASH_GYI48F,41,174,BNDL_G4KP8J,418.93,1,Innovative
CMP_44OV70,PROD_R6OVGE,23682.97,1050,737,67713.87,2.14,CUST_OC9FAJ,Basic,16,FLASH_LQ5BGP,21,175,BNDL_ZSVDKZ,85.69,3,Affordable
CMP_BAHNZL,PROD_LY94QK,24943.59,452,513,91884.03,3.19,CUST_EDMDIB,Basic,29,FLASH_VIJ14D,25,10,BNDL_7QPCOP,93.82,2,Affordable
CMP_C2VTP7,PROD_UZJBA0,37262.09,2369,401,4078.83,4.78,CUST_QESSIP,Premium,27,FLASH_Q1MHR1,39,128,BNDL_RL9YIQ,419.12,2,Affordable
CMP_ZQ7HF9,PROD_KG6S3Q,46357.79,295,395,82619.43,4.51,CUST_DVJIKF,Standard,16,FLASH_LD5685,17,22,BNDL_BUMQSM,479.93,2,Innovative
CMP_JIHYS4,PROD_J7AARX,23461.63,1722,64,75380.98,4.04,CUST_SUTJRS,Premium,6,FLASH_QKR6AR,67,177,BNDL_B5NQMD,139.77,1,Stylish
CMP_Z1651O,PROD_QK4VUZ,10110.02,613,924,15327.08,4.73,CUST_0CP479,Standard,6,FLASH_K5BWP1,12,62,BNDL_ECYXNA,487.21,1,Affordable
CMP_GGRLT8,PROD_UKM0LT,46878.52,3604,72,51809.46,0.77,CUST_PFJCZE,Standard,23,FLASH_ZMCQYZ,15,137,BNDL_NZ1HSH,459.78,4,Affordable
CMP_Y8U4KB,PROD_S1LRKJ,13648.25,4057,910,72100.91,4.58,CUST_ST9GFL,Basic,19,FLASH_VSUQMW,26,120,BNDL_LHJDGZ,247.96,3,Stylish
CMP_IL4HE4,PROD_HW4VDU,34592.93,2359,977,62603.21,1.21,CUST_WHPJRC,Premium,12,FLASH_XHMK1M,37,95,BNDL_2DOJY0,249.21,3,Durable
CMP_HMCW83,PROD_IENKS6,42313.47,4128,282,7572.5,2.45,CUST_UHDOR6,Premium,7,FLASH_RZF0GC,25,3,BNDL_XK7UUZ,405.31,1,Stylish
CMP_409YCR,PROD_DBM3ZI,2571.24,4829,432,23721.07,3.33,CUST_IVQ0O5,Standard,16,FLASH_4CX76M,21,150,BNDL_8EELUO,350.61,2,Innovative
CMP_34AOQK,PROD_6ZYFOC,12087.24,2814,517,44677.34,0.58,CUST_ZY07KX,Premium,32,FLASH_DCEI6Q,56,16,BNDL_NOBWN0,61.36,4,Stylish
CMP_0PZXLP,PROD_FHAXJC,21254.42,403,337,90527.35,0.7,CUST_6HOV28,Basic,32,FLASH_1BR87I,63,131,BNDL_7N5Y8W,404.58,2,Affordable
CMP_C7IW0H,PROD_9CDP3R,7459.82,4698,783,12843.8,2.46,CUST_X1VK78,Standard,7,FLASH_VQVV59,13,115,BNDL_IZLP8Q,308.26,1,Stylish
CMP_QMX5XH,PROD_Z7N1XL,17311.6,4098,9,29963.88,4.89,CUST_AXWFWB,Premium,15,FLASH_BGQT5E,64,29,BNDL_J24OBM,129.09,3,Innovative
CMP_DST1LX,PROD_YUNIIS,34064.21,1945,817,14148.88,2.11,CUST_6TUD7K,Standard,1,FLASH_OF3Y3Y,12,186,BNDL_5WUUIP,438.17,4,Affordable
CMP_ML2JSN,PROD_06N84H,3978.28,4103,899,14944.07,1.3,CUST_WYJYWB,Premium,32,FLASH_N0AES7,24,79,BNDL_GFU3W9,97.08,2,Affordable
CMP_182D85,PROD_KHL0EJ,28281.97,4899,1,68714.53,4.96,CUST_DUGW46,Premium,7,FLASH_ZNYFB8,51,22,BNDL_J59CSM,421.31,1,Affordable
CMP_QDMMFW,PROD_UR5LHM,32674.91,2277,119,72403.07,0.66,CUST_QXBZIZ,Premium,18,FLASH_YVB3IC,64,107,BNDL_CXVMZ9,174.45,2,Stylish
CMP_NTN7BD,PROD_LTJTYQ,26286.4,4346,482,4533.44,2.93,CUST_4L7N97,Basic,6,FLASH_92UJIB,11,160,BNDL_E6NBDG,286.4,4,Stylish
CMP_4TFFBQ,PROD_HFND5Q,1426.22,4173,819,32362.02,1.02,CUST_PC992L,Premium,5,FLASH_Y1SIE5,57,13,BNDL_WDTNZD,161.68,1,Stylish
CMP_JPWVRQ,PROD_KN3149,4147.89,1902,285,96941.81,2.49,CUST_6OMYTZ,Basic,21,FLASH_CQCNV3,40,147,BNDL_A9BI7S,438.97,2,Affordable
CMP_249JY0,PROD_0R4970,48957.54,2831,757,47587.8,4.86,CUST_SB6BKX,Premium,10,FLASH_4ZAGWU,52,24,BNDL_ZK8GIA,149.17,1,Durable
CMP_4RBKWZ,PROD_R5UTKT,36552.79,2904,344,20442.26,2.5,CUST_4E01JC,Premium,26,FLASH_KZVCSV,27,197,BNDL_9UROO3,206.97,4,Affordable
CMP_EQFHSU,PROD_1EN29Z,45336.29,2117,510,79756.42,4.51,CUST_JTSOSJ,Premium,25,FLASH_78MT51,55,127,BNDL_RM3E6E,432.23,3,Affordable
CMP_1SBJ1Y,PROD_HMS3BX,29035.81,3711,395,68284.84,4.64,CUST_SJZ98M,Basic,9,FLASH_4NR6BV,63,171,BNDL_E1TDF5,400.13,2,Durable
CMP_TX6BL0,PROD_DYIO53,19323.36,1201,61,99096.85,1.62,CUST_E5CD2T,Premium,18,FLASH_YHJWWG,24,160,BNDL_YV76GE,484.87,3,Affordable
CMP_P65WLV,PROD_1EV5DV,20856.48,1029,996,41082.6,3.9,CUST_S48653,Standard,25,FLASH_FH2ISL,43,125,BNDL_WS9WUK,222.57,4,Stylish
CMP_OZVNSK,PROD_MAEZZF,40769.5,3208,94,15676.98,3.47,CUST_04Y0BG,Premium,16,FLASH_LT6FCL,51,33,BNDL_CWSS7H,259.31,4,Durable
CMP_5HMDPK,PROD_7P575K,26164.5,2499,486,32900.01,2.67,CUST_RCX92R,Standard,35,FLASH_EPBQO3,20,44,BNDL_IPZAUZ,136.22,4,Affordable
CMP_0Z71BX,PROD_10PITV,32047.33,4487,836,46935.58,1.0,CUST_2UK7AN,Basic,8,FLASH_TFH13J,30,110,BNDL_6OHFCZ,58.9,3,Stylish
CMP_AA5NF3,PROD_6O7L4C,6719.49,3451,470,38328.89,1.49,CUST_UXMM1M,Basic,19,FLASH_8XJ0WF,49,180,BNDL_EVICD9,75.88,3,Affordable
CMP_HPIJHO,PROD_AVT678,17614.28,4957,432,49821.82,4.93,CUST_L26A93,Premium,30,FLASH_QEM7D0,55,23,BNDL_7KGL76,497.37,4,Durable
CMP_42D0N2,PROD_HH61VJ,39432.06,2458,945,47136.19,1.16,CUST_QKKED8,Basic,14,FLASH_TAFVI2,24,49,BNDL_Y2CUK5,306.06,1,Durable
CMP_TGN9DG,PROD_SX7PVY,47343.15,3184,142,50547.74,4.64,CUST_ZMAGPQ,Basic,25,FLASH_0Y5SCD,45,79,BNDL_AVMDDZ,130.4,4,Innovative
CMP_Q4DXO0,PROD_2F6AQ4,21915.7,4764,688,9530.52,4.45,CUST_F91KAX,Premium,8,FLASH_SN5HQN,31,10,BNDL_19L5RK,190.85,1,Durable
CMP_OFWRAB,PROD_3V01UJ,47534.75,2352,218,96302.45,4.53,CUST_TDAHHG,Standard,4,FLASH_O9IHZX,15,163,BNDL_0W871K,89.72,3,Durable
CMP_7RA5I5,PROD_NDB41U,48117.67,557,836,89540.89,3.1,CUST_YYB8IH,Basic,3,FLASH_K1YA26,28,56,BNDL_9LGOAC,221.52,4,Stylish
CMP_CN91DG,PROD_3VLKTT,44095.08,860,342,99892.02,2.29,CUST_U1JPKZ,Standard,25,FLASH_RGV23O,66,81,BNDL_6VWFZ1,329.13,3,Affordable
CMP_I3Z5I2,PROD_LEQTI7,29936.03,312,528,25617.94,4.25,CUST_S4WFLY,Basic,30,FLASH_0R3ZN9,32,74,BNDL_QXNVKT,51.81,2,Innovative
CMP_JEAZZ8,PROD_5ZYTF4,22412.72,4745,693,94465.85,1.82,CUST_QGXC5C,Standard,30,FLASH_MNSQA9,60,169,BNDL_A16360,398.6,4,Affordable
CMP_780X9X,PROD_26XILQ,21215.49,189,1,11631.03,2.06,CUST_T7FA48,Standard,20,FLASH_YHW7CX,21,55,BNDL_P93J0J,205.79,2,Innovative
CMP_BH9VU6,PROD_4CN2L5,33369.1,4636,424,46578.99,3.83,CUST_36C69Y,Standard,24,FLASH_OWK21I,30,52,BNDL_CGF9WV,226.84,4,Affordable
CMP_ZXB6NE,PROD_XEWUJ1,30232.5,1807,809,10776.63,1.89,CUST_CJ05P6,Basic,12,FLASH_BLHNNN,24,130,BNDL_USYUCT,274.1,3,Durable
CMP_7Y1XOW,PROD_XRV85E,46725.59,2614,238,81204.03,0.76,CUST_PMFHUY,Premium,12,FLASH_G3K7ZX,16,135,BNDL_XGNBJ9,127.89,2,Affordable
CMP_IZUEA1,PROD_T7D10G,7701.41,4618,133,6543.76,3.99,CUST_GNGR4A,Standard,9,FLASH_KZZX1O,61,36,BNDL_9KUUA2,308.67,4,Durable
CMP_EGRWI2,PROD_1VX32N,34956.62,3522,850,88575.31,4.45,CUST_QVVQKX,Basic,14,FLASH_CFE6T0,34,20,BNDL_Z714GO,115.25,3,Durable
CMP_TEN78W,PROD_XPYAV7,30319.63,1718,942,87003.62,1.68,CUST_3VNFIK,Premium,24,FLASH_GYBBAC,22,158,BNDL_I50LZQ,355.15,1,Innovative
CMP_DA0EQW,PROD_0T29VB,12713.42,4691,98,96003.99,2.29,CUST_M3DUKD,Basic,5,FLASH_CQAFZJ,14,69,BNDL_K3M45L,95.38,1,Innovative
CMP_NVU366,PROD_GRT4OW,26276.45,3783,79,63570.59,3.94,CUST_0I6QBC,Basic,21,FLASH_TXYFU0,51,8,BNDL_ORMUB4,285.45,1,Durable
CMP_7HHH02,PROD_FOHVLE,2473.22,4579,566,15747.78,1.63,CUST_N3GEXA,Standard,25,FLASH_1ETHQS,12,104,BNDL_01I74N,179.42,3,Durable
CMP_E5WV6G,PROD_53PKTD,15075.68,2199,479,51709.27,4.07,CUST_YCFBNK,Basic,17,FLASH_XWNNP6,26,83,BNDL_33AMGX,441.27,2,Durable
CMP_PIVWZF,PROD_0SJW99,40012.05,1953,880,70509.53,1.15,CUST_RLW2QZ,Basic,16,FLASH_K5RQB3,61,144,BNDL_N9QVL5,131.76,2,Stylish
CMP_WNNR3O,PROD_Y72XJQ,36697.26,4653,505,73888.82,2.64,CUST_K38OVY,Basic,28,FLASH_LA2OH7,58,175,BNDL_NRBKNO,475.67,3,Durable
CMP_B6I0B3,PROD_KXV1OQ,36289.79,3024,243,32035.16,2.09,CUST_MTA2MV,Basic,21,FLASH_OD22WZ,58,198,BNDL_ZSMHST,392.83,3,Durable
CMP_YYNWJR,PROD_AWJGT3,12418.18,4126,989,61199.36,4.65,CUST_LLVX1E,Standard,19,FLASH_7L2691,50,88,BNDL_5BSPB2,57.61,3,Durable
CMP_W6SPDI,PROD_NQEN5N,37327.83,3605,899,12690.25,0.65,CUST_L05E18,Standard,22,FLASH_RSTUNS,60,138,BNDL_91K5YP,101.54,2,Stylish
CMP_2L6RCB,PROD_MJNKDV,35750.37,1973,195,39390.12,3.09,CUST_98HTS8,Premium,22,FLASH_WMT3LA,43,14,BNDL_1P6C9K,264.31,3,Stylish
CMP_VD445E,PROD_Z3VC5C,708.5,1490,457,95524.74,0.95,CUST_BJERNI,Premium,17,FLASH_0KK100,50,76,BNDL_60MUBM,413.96,1,Durable
CMP_2L1Q9N,PROD_R4PZ08,15182.5,151,436,46094.93,3.76,CUST_X1PC4K,Standard,32,FLASH_A4AVNL,18,9,BNDL_16416V,164.64,1,Durable
CMP_ZM09E3,PROD_DPA377,48195.7,2535,383,66170.81,2.46,CUST_1341EG,Basic,5,FLASH_LCQU0D,46,67,BNDL_ZPWT28,476.27,2,Innovative
CMP_TH5JIK,PROD_4Y0OEG,19323.13,1808,636,19084.76,0.89,CUST_BHK420,Basic,31,FLASH_JMPPZA,38,14,BNDL_WDFKHB,432.61,2,Affordable
CMP_QLOD4Z,PROD_SH5E65,32598.7,3548,408,74590.64,2.67,CUST_X5EUY2,Premium,1,FLASH_OSNST0,66,4,BNDL_PRY1EN,291.94,1,Innovative
CMP_451VKX,PROD_O1L519,14201.14,2644,258,22344.04,4.44,CUST_E3Z63F,Standard,23,FLASH_SZ3ANN,20,192,BNDL_FZY2BS,353.69,2,Stylish
CMP_1IZXVM,PROD_8S5CI1,10841.97,4791,363,67235.58,0.62,CUST_43N68H,Premium,28,FLASH_GRE89Z,44,32,BNDL_1IUYOK,385.79,1,Durable
CMP_PW76BX,PROD_98NI22,43175.26,2507,126,88233.39,1.05,CUST_VXJM2S,Basic,18,FLASH_VGHPYR,28,132,BNDL_DEIJU4,177.68,2,Durable
CMP_J4MYWT,PROD_YSCTTM,22198.64,210,488,87645.36,4.38,CUST_SI19YT,Basic,14,FLASH_P3CSPA,63,48,BNDL_2AGGZP,147.88,4,Innovative
CMP_D5V6JZ,PROD_N6442V,21361.3,3254,595,31820.05,4.46,CUST_5GF1VD,Basic,19,FLASH_XCOJZY,37,93,BNDL_1DCYLL,233.14,1,Durable
CMP_IM7LO4,PROD_1R46WF,48354.09,4503,700,24854.66,2.95,CUST_Y7Q2A1,Standard,1,FLASH_4HEDKL,31,133,BNDL_NH8A0G,76.26,2,Innovative
CMP_OGJ85Z,PROD_RO8JZL,32079.9,148,444,31185.58,3.83,CUST_PWY3IB,Premium,27,FLASH_30CXN9,44,93,BNDL_NMNZGK,350.19,4,Innovative
CMP_DRAY7X,PROD_5BMM2H,48303.24,456,298,97847.95,1.04,CUST_RBSXF4,Basic,7,FLASH_SGX2S0,29,102,BNDL_FAIKLY,255.71,4,Innovative
CMP_IZNO90,PROD_QCVFB7,17806.57,3832,880,53577.0,0.67,CUST_MEPC6H,Premium,1,FLASH_AF1ZIF,34,160,BNDL_DBZ0ND,299.78,1,Durable
CMP_L18HQH,PROD_387YIR,25948.47,3312,19,41942.1,1.0,CUST_W0MPC0,Standard,13,FLASH_ITH2GO,45,176,BNDL_7HU61M,237.86,3,Stylish
CMP_1F4AXX,PROD_JF5VD2,8399.23,621,143,82540.36,1.34,CUST_3XJBF2,Premium,33,FLASH_YZMFVD,27,187,BNDL_8E69SA,222.38,2,Durable
CMP_Q8MWWC,PROD_KJQYJ0,14962.91,900,627,15186.42,2.98,CUST_T4O3E4,Basic,13,FLASH_NM93U6,17,123,BNDL_UIB8VA,273.58,4,Durable
CMP_ZRZSQ2,PROD_NG9A44,10321.9,4547,881,23384.8,0.53,CUST_5Z2VKW,Basic,6,FLASH_MYY4VI,46,132,BNDL_6YBP6S,465.08,4,Durable
CMP_VA6J84,PROD_K9B1A1,14892.2,3249,770,95950.46,4.36,CUST_I8T3ZP,Basic,20,FLASH_PEZQG8,41,26,BNDL_6NVG79,102.68,2,Stylish
CMP_TUP4OU,PROD_XBTGHQ,22144.13,2488,613,40775.57,2.13,CUST_HTW8VB,Standard,25,FLASH_CU3Z8O,19,112,BNDL_6A5B70,228.1,1,Affordable
CMP_ALG343,PROD_82NPGM,800.57,1019,635,31529.11,1.38,CUST_EYW9XU,Standard,34,FLASH_05FJI1,31,114,BNDL_J9ZY9S,325.19,3,Stylish
CMP_JP01EJ,PROD_KIOIL2,46252.02,392,305,1314.34,3.41,CUST_FGMGRF,Basic,12,FLASH_7JAHXF,51,13,BNDL_M9DZNY,248.52,1,Innovative
CMP_QTQ41S,PROD_CUQ7RI,3846.53,3686,804,40632.7,2.65,CUST_POEQRD,Premium,1,FLASH_650153,40,71,BNDL_B0P524,207.32,3,Stylish
CMP_C5S0Y2,PROD_MNZWNS,6275.7,3976,386,57426.9,2.59,CUST_G7O6VQ,Premium,12,FLASH_P9B5OZ,36,159,BNDL_INW2U3,492.68,4,Innovative
CMP_S38IEH,PROD_GJKRPY,33689.08,933,498,6155.1,1.48,CUST_2JIMC3,Premium,8,FLASH_PQW8ZK,63,150,BNDL_H8RANA,197.37,2,Stylish
CMP_XX6NVN,PROD_QP9W7M,49392.44,4301,579,61732.53,2.42,CUST_ITN8B6,Basic,16,FLASH_SBIH32,49,57,BNDL_9AH76F,297.74,2,Innovative
CMP_J9XOUY,PROD_GPN8IY,32882.8,23,338,34099.04,0.57,CUST_2OOS0E,Standard,33,FLASH_4GT6QD,35,123,BNDL_UX5WF6,369.67,2,Affordable
CMP_Z2PN6B,PROD_463NWB,31213.66,624,342,90041.29,4.48,CUST_41EJCY,Premium,30,FLASH_OHWF0C,48,114,BNDL_Q5PG3E,220.3,2,Innovative
CMP_BE3HXP,PROD_9F06GK,10463.64,303,324,96021.3,4.62,CUST_KQT51Z,Basic,31,FLASH_B611L7,43,61,BNDL_W432A8,210.81,1,Innovative
CMP_Q9YLRN,PROD_WA3PGW,27580.21,2491,443,8051.6,2.13,CUST_YK8QYA,Basic,16,FLASH_80SQ5T,34,55,BNDL_9FX4WP,196.96,4,Innovative
CMP_YZ0199,PROD_W6QLL1,17621.01,2614,41,66631.05,3.39,CUST_FLJD0R,Basic,25,FLASH_6MFAC2,52,162,BNDL_RQ9OM9,369.98,1,Affordable
CMP_133FEG,PROD_2NU57F,1318.34,3779,42,5966.5,1.97,CUST_GXGRCZ,Standard,10,FLASH_ZKJCW8,64,7,BNDL_ZEXM48,128.14,3,Stylish
CMP_I391L3,PROD_8075X9,37651.39,3243,222,1340.35,2.28,CUST_U6JW0B,Basic,6,FLASH_70OQMV,40,118,BNDL_ZEVW3U,459.65,1,Innovative
CMP_N0MM7G,PROD_POUOY8,46256.67,3851,62,89759.93,1.17,CUST_MP72LV,Basic,19,FLASH_N2MPW3,62,164,BNDL_Z7IVVU,293.95,1,Durable
CMP_EVMC22,PROD_9I11A8,13004.8,2692,893,43917.75,2.49,CUST_URJNA1,Premium,1,FLASH_9G8BU9,13,94,BNDL_2LQHDF,356.23,1,Stylish
CMP_6OGM34,PROD_Q45GQZ,5326.42,642,691,29580.31,1.39,CUST_AGS5EF,Standard,5,FLASH_M2ZU5L,35,2,BNDL_EXZ3F2,294.99,1,Innovative
CMP_LDZB4K,PROD_RWA7NX,17541.02,40,154,29196.56,4.32,CUST_G8RMVG,Basic,17,FLASH_YHDKVK,35,120,BNDL_Y89MF1,213.39,2,Durable
CMP_DD12CZ,PROD_ZJUGYF,40389.23,721,144,47341.14,4.32,CUST_Z7HKPR,Basic,35,FLASH_8HG2GV,43,17,BNDL_J5KDH8,263.16,1,Stylish
CMP_STDCA2,PROD_7CEWJQ,13713.24,844,681,3999.72,0.67,CUST_IHPCWN,Standard,13,FLASH_RLV1TB,24,46,BNDL_R9VMDK,387.64,4,Affordable
CMP_JIW3IB,PROD_NSKEJS,18805.67,2005,567,76400.27,3.88,CUST_AQK6X8,Standard,11,FLASH_NEOB41,26,159,BNDL_RR0T5Z,137.84,1,Affordable
CMP_FS0TOQ,PROD_9K7U07,18062.46,4033,53,28275.69,1.05,CUST_K34GJ3,Basic,11,FLASH_3Q6TF3,30,41,BNDL_12QD3E,443.4,2,Innovative
CMP_9QJGC9,PROD_CS98DA,20108.06,3058,144,66754.66,3.8,CUST_B2A6UL,Basic,15,FLASH_YF07LQ,28,14,BNDL_LBU5LA,236.5,3,Innovative
CMP_T06UUR,PROD_0QR0DT,29847.41,3193,519,41597.42,4.37,CUST_YUZZZ6,Premium,33,FLASH_S5NEO6,22,194,BNDL_CBLKVF,61.3,3,Innovative
CMP_SDTK2K,PROD_BLPNN7,31208.27,1947,62,94003.05,3.55,CUST_DG4FY0,Standard,19,FLASH_DFY9VU,30,107,BNDL_V2A86D,472.54,4,Affordable
CMP_9BDDFK,PROD_IHMD1K,47695.64,1232,390,1674.42,3.12,CUST_HSNM6D,Standard,7,FLASH_GJ03LE,16,62,BNDL_8NABNW,351.63,3,Affordable
CMP_WFHGVH,PROD_TQZHIT,13658.75,1883,742,29475.47,2.63,CUST_TTVXVS,Basic,17,FLASH_NQHKKQ,44,155,BNDL_GV77HU,189.48,4,Innovative
CMP_RDNYT3,PROD_K79OB9,17965.31,932,910,49699.04,2.91,CUST_R5X1MS,Standard,33,FLASH_1IZFHA,50,60,BNDL_947WZA,125.37,2,Innovative
CMP_3NY46K,PROD_I36HAJ,36498.62,3260,801,68057.33,4.19,CUST_H9AVJ4,Basic,15,FLASH_9GNYCT,36,72,BNDL_KTLIA0,129.72,4,Innovative
CMP_TJ1NS3,PROD_AQR3PD,35970.51,3418,706,16629.78,1.96,CUST_ET7HR0,Basic,28,FLASH_YM0L74,66,68,BNDL_TBWZHE,53.73,3,Affordable
CMP_9XKOEY,PROD_4GCY19,10543.71,380,606,69424.5,1.05,CUST_CUJZVW,Basic,28,FLASH_MM8K1O,31,143,BNDL_3PENP1,478.28,2,Stylish
CMP_5U5S8Z,PROD_K6TVUP,33740.85,3740,286,8681.49,4.65,CUST_OLHIHQ,Premium,16,FLASH_CA1Z2Q,46,95,BNDL_AGSEDQ,306.21,2,Affordable
CMP_7YXD4K,PROD_V03OCI,15219.34,1264,74,72647.72,3.23,CUST_GGL7GQ,Premium,29,FLASH_YN9VIP,32,106,BNDL_8HMOQC,241.38,1,Stylish
CMP_5SP0RN,PROD_EO9Q09,33833.18,3357,999,49429.66,3.79,CUST_DWDB8Q,Standard,18,FLASH_0ON4UI,36,86,BNDL_HAOAXH,169.77,1,Stylish
CMP_AD1GR6,PROD_HICU32,46000.73,2063,673,40609.63,1.3,CUST_THPMBK,Basic,26,FLASH_MLGVDV,38,129,BNDL_TEMA78,252.26,1,Stylish
CMP_8SOZDP,PROD_OBAOEP,10246.46,2305,554,56355.91,1.77,CUST_GW0PXY,Standard,22,FLASH_FQNSVG,17,138,BNDL_094C6M,161.46,3,Affordable
CMP_Q520K0,PROD_F58AYW,34453.12,4142,573,15872.92,1.56,CUST_ZDF0JK,Basic,35,FLASH_3CA04D,46,137,BNDL_9PZQWP,420.96,4,Innovative
CMP_GNK4UE,PROD_8QT7WV,19626.12,2528,975,98922.67,3.25,CUST_ILCQNG,Standard,8,FLASH_6S1BG9,66,141,BNDL_L31Q3Z,445.35,3,Durable
CMP_26QZVT,PROD_P0NN0G,2549.29,4785,106,16362.0,1.67,CUST_D974D0,Standard,3,FLASH_J9EAC3,51,142,BNDL_1P02KE,175.23,4,Durable
CMP_67W3GM,PROD_AOJN3G,21046.4,4636,539,65809.34,2.77,CUST_C69RF1,Standard,7,FLASH_JAS14R,58,152,BNDL_QF40ES,453.88,3,Stylish
CMP_J42MKP,PROD_ZGG9PB,2436.79,2221,474,88672.55,1.17,CUST_E09EVM,Premium,19,FLASH_EYVPLT,48,198,BNDL_MX51ZJ,256.4,4,Innovative
CMP_BDIUL2,PROD_N55CCY,37713.4,3610,347,87907.42,3.63,CUST_DGYKE0,Standard,17,FLASH_SDTESP,49,143,BNDL_F2YH82,422.31,1,Affordable
CMP_XGX7OP,PROD_F53JLS,1249.02,1050,24,98539.33,3.01,CUST_UL22XM,Basic,34,FLASH_E295S9,13,140,BNDL_L16TDN,184.11,2,Durable
CMP_5SRU9G,PROD_05U12W,34485.89,2448,885,71149.45,2.72,CUST_N792YU,Premium,3,FLASH_NXM15L,44,191,BNDL_H9C4AI,159.04,3,Durable
CMP_4OE5GO,PROD_EOEQK6,17916.68,2128,23,21649.81,3.54,CUST_AD72GV,Standard,19,FLASH_0NW3H1,29,90,BNDL_VXZMZQ,373.51,3,Affordable
CMP_2JU15J,PROD_A610B2,44617.42,4316,158,7401.75,4.05,CUST_TLBEIU,Basic,9,FLASH_PRJMZN,63,56,BNDL_ZZ6YHS,72.01,2,Durable
CMP_OGGWP2,PROD_IHRFKP,19767.25,1436,380,7762.69,0.54,CUST_U25V9X,Premium,27,FLASH_4YAFC8,48,54,BNDL_IPXDT6,408.36,2,Stylish
CMP_OSZ0YQ,PROD_8R9G8P,8115.41,1046,772,99302.13,3.63,CUST_LAVJN1,Basic,33,FLASH_5VLDSU,66,197,BNDL_OY7I3Y,318.91,4,Innovative
CMP_S7QTDR,PROD_7CH9KX,40010.88,2794,160,14961.81,0.97,CUST_6PGXYX,Basic,4,FLASH_HBW7WE,62,49,BNDL_8I56VK,345.44,3,Innovative
CMP_VJII5I,PROD_936DBF,22227.98,3952,538,54911.34,4.74,CUST_CPEK5W,Premium,27,FLASH_FEKBI6,41,63,BNDL_NABUNW,132.36,4,Affordable
CMP_JN7TRI,PROD_419SN9,36510.28,4019,29,65761.44,4.47,CUST_XIMN62,Basic,22,FLASH_7FBLLD,64,14,BNDL_YUTJUU,129.7,2,Affordable
CMP_J035CK,PROD_QQLGOF,46418.12,3921,900,83283.12,4.85,CUST_1FGQSX,Premium,23,FLASH_7WUFXC,10,186,BNDL_D09CA9,304.91,4,Durable
CMP_JS4U63,PROD_YXQP2F,47660.47,1452,103,85014.98,4.13,CUST_X7WVVG,Standard,26,FLASH_BUX1L4,29,48,BNDL_PE10WN,245.77,4,Innovative
CMP_LX3LMT,PROD_BPIMF2,16999.13,2248,279,16137.66,2.83,CUST_7EP5HQ,Basic,7,FLASH_HFF7KY,56,166,BNDL_67P4MZ,255.65,2,Affordable
CMP_U41842,PROD_9J08LB,29239.8,211,886,34130.77,1.07,CUST_68MW44,Basic,9,FLASH_74DWEC,51,149,BNDL_LSWEXL,86.67,1,Durable
CMP_9RNR2F,PROD_Q4TEFZ,4768.76,1820,624,38375.11,1.69,CUST_ALBOLT,Premium,11,FLASH_WE8EZO,16,148,BNDL_SXI3B1,175.52,3,Durable
CMP_8V7LL6,PROD_T8MN0F,19256.6,2639,597,63453.85,2.66,CUST_VDWCC4,Standard,22,FLASH_55NFRD,18,80,BNDL_1SYLSL,153.39,4,Durable
CMP_FICB2J,PROD_XVIJZR,16213.8,2386,518,85328.2,3.7,CUST_NWXWZS,Basic,27,FLASH_GVPYMH,67,15,BNDL_W2ZHKB,256.45,1,Stylish
CMP_3FRQL7,PROD_YF48MQ,28069.78,130,105,57796.15,1.07,CUST_WBROEM,Premium,28,FLASH_OZY2IK,32,157,BNDL_58LF8H,170.92,4,Affordable
CMP_EEO0PL,PROD_DYAGQT,34836.39,2247,846,85395.56,3.48,CUST_6HKTVG,Premium,6,FLASH_WU4C4H,18,29,BNDL_XKT5LL,438.32,1,Innovative
